trial_id,title,status,phase,enrollment,enrollment_type,study_type,sponsor,sponsor_class,eligibility_words,start_date,completion_date
NCT05108298,Improving Adolescent and Young Adult Self-Reported Data in ECOG-ACRIN Trials,RECRUITING,NA,400.0,,INTERVENTIONAL,Eastern Cooperative Oncology Group,,154,2021-11-10,
NCT06178198,Radiation Major Hepatectomy to Selectively Treat Large Unifocal Hepatocellular Carcinoma,RECRUITING,PHASE2,30.0,,INTERVENTIONAL,Seoul National University Hospital,,366,2023-11-08,
NCT05528887,Study of CAR-T Cell Therapy in the Treatment of Relapsed/Refractory Hematological Malignancies,RECRUITING,PHASE1,10.0,,INTERVENTIONAL,The Affiliated People's Hospital of Ningbo University,,196,2021-09-16,
NCT03123393,TAK-659 in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL),TERMINATED,PHASE2,49.0,,INTERVENTIONAL,"Calithera Biosciences, Inc",,661,2017-10-10,
NCT04290793,"Neoadjuvant Chemotherapy With Pyrotinib, Epirubicin and Cyclophosphamide Followed by Taxanes and Trastuzumab for HER-2+ Breast Cancer",ACTIVE_NOT_RECRUITING,"PHASE2, PHASE3",113.0,,INTERVENTIONAL,Hebei Medical University Fourth Hospital,,373,2020-03-01,
NCT00505921,Autologous and Allogenic Transplantation With Campath-1H for T-Cell Lymphoma,TERMINATED,PHASE2,27.0,,INTERVENTIONAL,M.D. Anderson Cancer Center,,177,2003-03,
NCT06424821,Cadonilimab Plus Chemotherapy as First-line Treatment for PD-L1 Negative NSCLC,RECRUITING,PHASE2,54.0,,INTERVENTIONAL,"Shanghai Pulmonary Hospital, Shanghai, China",,819,2023-07-04,
NCT02291614,A Phase 1 Study of AMG 211 in Participants With Advanced Gastrointestinal Cancer,TERMINATED,PHASE1,45.0,,INTERVENTIONAL,Amgen,,278,2014-11-27,
NCT05750693,PIK3CA in HER2+ BC and pCR Trial,UNKNOWN,NA,58.0,,INTERVENTIONAL,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,376,2022-05-02,
NCT05871593,CIRculating Cell-free nUcLeic Acids in Cancer Therapy Monitoring -01,NOT_YET_RECRUITING,NA,200.0,,INTERVENTIONAL,University Hospital Tuebingen,,70,2023-10,
NCT00186121,Estradiol Suppression for the Treatment of Metastatic Breast Cancer in Premenopausal Women,COMPLETED,PHASE2,35.0,,INTERVENTIONAL,Stanford University,,264,2000-10,
NCT00062621,Combined Bone Marrow and Kidney Transplant for Multiple Myeloma With Kidney Failure,COMPLETED,PHASE1,5.0,,INTERVENTIONAL,National Institute of Allergy and Infectious Diseases (NIAID),,95,2003-06,
NCT03543514,PREHABILITATION RECTAL CANCER DURING ADJUVANCY VS BEFORE SURGERY,UNKNOWN,,70.0,,OBSERVATIONAL,Corporacion Parc Tauli,,67,2022-02-02,
NCT02602314,Sustained Treatment-free Remission in BCR-ABL+ Chronic Myeloid Leukemia,UNKNOWN,PHASE4,450.0,,INTERVENTIONAL,Gruppo Italiano Malattie EMatologiche dell'Adulto,,481,2016-11-11,
NCT03359616,Transanal Versus Laparoscopic Total Mesorectal Excision For Rectal Cancer,UNKNOWN,NA,258.0,,INTERVENTIONAL,Shanghai Minimally Invasive Surgery Center,,216,2018-01-01,
NCT04816006,"Breast Cancer, Reasoning, and Activity Intervention",RECRUITING,NA,160.0,,INTERVENTIONAL,Mayo Clinic,,582,2024-02-22,
NCT04253106,Liquid Biopsies for the Personalized Management of Patients with Hereditary Diffuse Gastric Cancer,COMPLETED,NA,16.0,,INTERVENTIONAL,Assistance Publique - Hôpitaux de Paris,,111,2020-11-26,
NCT00910819,Tumour Registry Colorectal Cancer,COMPLETED,,7000.0,,OBSERVATIONAL,iOMEDICO AG,,27,2006-09,
NCT06476119,OPTImaL:Optimisation of Treatment for Patients With Low Stage Triple-negative Breast Cancer With High Stromal Tumor-infiltrating Lymphocytes,RECRUITING,,490.0,,OBSERVATIONAL,The Netherlands Cancer Institute,,391,2025-04-15,
NCT04959630,Immersive Virtual Reality Environment for Complex Cognitive Skills Curricular Training in Liver Surgery,COMPLETED,NA,50.0,,INTERVENTIONAL,"University Hospital, Ghent",,22,2020-09-01,
NCT05891028,64Cu/68Ga Labelled EB-ss-CPT PET/CT Scan in Colorectal Cancer,UNKNOWN,EARLY_PHASE1,10.0,,INTERVENTIONAL,Peking Union Medical College Hospital,,73,2023-05-07,
NCT04014465,Monitoring Efficacy of Radiotherapy in Lung Cancer and Esophageal Cancer,UNKNOWN,,150.0,,OBSERVATIONAL,Chinese Academy of Medical Sciences,,129,2019-02-01,
NCT06784765,Preventive Use of PIPAC in Locally Advanced Gastric Cancer.,RECRUITING,NA,160.0,,INTERVENTIONAL,"National Research Oncology and Transplantology Center, Kazakhstan",,93,2025-01-15,
NCT00042965,Capecitabine and Gemcitabine in Treating Patients With Metastatic Kidney Cancer,COMPLETED,PHASE2,60.0,,INTERVENTIONAL,Alliance for Clinical Trials in Oncology,,423,2002-10,
NCT00684567,Temozolomide Phase II Clinical Study in Patients With Newly Diagnosed Glioblastoma Multiforme (Study P04661)(COMPLETED),COMPLETED,PHASE2,30.0,,INTERVENTIONAL,Merck Sharp & Dohme LLC,,347,2005-09-27,
NCT00756665,Prostate Active Surveillance Study,RECRUITING,,3000.0,,OBSERVATIONAL,University of Washington,,211,2008-07,
NCT02102165,AURORA: Aiming to Understand the Molecular Aberrations in Metastatic Breast Cancer.,RECRUITING,NA,1000.0,,INTERVENTIONAL,Breast International Group,,526,2014-04,
NCT05274867,Development of a Patient Reported Outcome Measure for Advanced Ovarian Cancer Patients Receiving Surgical and Chemotherapy Treatment,UNKNOWN,,137.0,,OBSERVATIONAL,The Christie NHS Foundation Trust,,91,2022-03-07,
NCT04731467,A Study of CM24 in Combination with Nivolumab in Adults with Advanced Solid Tumors,COMPLETED,"PHASE1, PHASE2",79.0,,INTERVENTIONAL,Famewave Ltd.,,637,2021-03-19,
NCT04892667,Early Detection of Patients at Risk of Developing Anthracycline Cardiotoxicity With TEP/CT -FDG,ACTIVE_NOT_RECRUITING,NA,128.0,,INTERVENTIONAL,Assistance Publique - Hôpitaux de Paris,,164,2022-04-01,
NCT07441707,A Study to Assess a Medicine Called Tovorafenib in Japanese Children and Young Adults With Brain Tumours,NOT_YET_RECRUITING,PHASE1,6.0,,INTERVENTIONAL,Ipsen,,642,2026-02-16,
NCT02702492,PAK4 and NAMPT in Patients With Solid Malignancies or NHL (PANAMA),TERMINATED,PHASE1,60.0,,INTERVENTIONAL,Karyopharm Therapeutics Inc,,389,2016-06-08,
NCT06576336,A Randomized Clinical Trial About Use of 3D Laparoscopy Versus 2D Laparoscopy in Adrenal Surgery,COMPLETED,PHASE4,350.0,,INTERVENTIONAL,University of Palermo,,44,2018-01-01,
NCT01880411,"Phase I, Open-Label Study of the Safety, Tolerability, and Immunogenicity PEK Fusion Protein Vaccine",UNKNOWN,PHASE1,15.0,,INTERVENTIONAL,"HealthBanks Biotech Co., Ltd.",,372,2013-06,
NCT02648711,"Alternative Dosing for CRLX101(NLG207) Alone, With Avastin and With mFOLFOX6 in Advanced Solid Tumors",TERMINATED,PHASE1,41.0,,INTERVENTIONAL,NewLink Genetics Corporation,,1355,2015-10,
NCT01021371,"The GP's Role in Cancer Rehabilitation: a Randomised, Controlled Study.",COMPLETED,EARLY_PHASE1,959.0,,INTERVENTIONAL,University of Southern Denmark,,52,2008-05,
NCT01300871,Alopecia Secondary to Endocrine Therapy in Postmenopausal Women With Breast Cancer,TERMINATED,,100.0,,OBSERVATIONAL,"University Health Network, Toronto",,76,2011-01,
NCT03649971,A Study of Guselkumab in Participants With Familial Adenomatous Polyposis,COMPLETED,PHASE1,77.0,,INTERVENTIONAL,"Janssen Research & Development, LLC",,267,2018-11-19,
NCT06971471,Artificial Intelligence to Solve the MissINg of Gastric Cancer (AIMING),NOT_YET_RECRUITING,NA,6600.0,,INTERVENTIONAL,Istituto Clinico Humanitas,,60,2025-06-10,
NCT05169944,Magrolimab in Children and Adults With Recurrent or Progressive Malignant Brain Tumors,COMPLETED,PHASE1,13.0,,INTERVENTIONAL,"University of California, San Francisco",,1314,2022-04-22,
NCT03575234,Nivolumab & IRX-2 With Surgery for Resectable Stage III-IVA Oral Cavity Cancer or HPV-Positive Oropharyngeal Cancer,WITHDRAWN,PHASE1,0.0,,INTERVENTIONAL,Emory University,,1813,2020-07-01,
NCT00843934,Trial of Transcatheter Arterial Chemoembolization for Hepatocellular Carcinoma,UNKNOWN,"PHASE2, PHASE3",450.0,,INTERVENTIONAL,Nihon University,,251,2009-03,
NCT07003334,Correlation of Psychological Distress and Immune Checkpoint Inhibitors in Gastric Cancer,RECRUITING,,268.0,,OBSERVATIONAL,"Nanfang Hospital, Southern Medical University",,143,2025-01-03,
NCT04828434,Virtual Individual Cognitive Stimulation Therapy: a Proof of Concept Study,UNKNOWN,NA,34.0,,INTERVENTIONAL,"University College, London",,57,2021-04-01,
NCT03527264,BrUOG 355: Nivolumab to Tailored Radiation Therapy With Concomitant Cisplatin in the Treatment of Patients With Cervical Cancer,TERMINATED,PHASE2,4.0,,INTERVENTIONAL,Brown University,,432,2018-11-08,
NCT00244309,Study of Tamsulosin and/or Dutasteride to Relieve Urinary Symptoms After Brachytherapy for Localized Prostate Cancer,COMPLETED,PHASE3,348.0,,INTERVENTIONAL,Case Comprehensive Cancer Center,,119,2005-11,
NCT01962909,Phase 0 Biodistribution of Novel Imaging for Resectable Pancreatic Cancer,TERMINATED,EARLY_PHASE1,3.0,,INTERVENTIONAL,University of Virginia,,72,2013-11,
NCT04450732,Safety of GQ1001 in Adult Patients With HER2-Positive Advanced Solid Tumors,UNKNOWN,PHASE1,96.0,,INTERVENTIONAL,"GeneQuantum Healthcare (Suzhou) Co., Ltd.",,939,2020-07-07,
NCT05654532,Study of AC699 in Patients With Estrogen Receptor Positive/Human Epidermal Growth Factor Receptor 2 Negative (ER+/HER2-) Locally Advanced or Metastatic Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE1,100.0,,INTERVENTIONAL,Accutar Biotechnology Inc,,398,2022-12-29,
NCT02347332,Phase III Study of Vinflunine Plus Methotrexate Versus Methotrexate Alone in Patients With Head and Neck Cancer,COMPLETED,PHASE3,459.0,,INTERVENTIONAL,Pierre Fabre Medicament,,104,2014-04-25,
NCT03847532,MUTYH-associated Polyposis,UNKNOWN,NA,25.0,,INTERVENTIONAL,"State Scientific Centre of Coloproctology, Russian Federation",,38,2018-10-10,
NCT05976932,Circulating Tumor DNA Monitoring in Platinum-resistant Ovarian Cancer,UNKNOWN,,20.0,,OBSERVATIONAL,Fudan University,,99,2023-08,
NCT04637698,OH2 Oncolytic Viral Therapy in Pancreatic Cancer,TERMINATED,"PHASE1, PHASE2",5.0,,INTERVENTIONAL,"Binhui Biopharmaceutical Co., Ltd.",,865,2021-02-02,
NCT01207063,Adaptive Radiotherapy in Non-small Cell Lung Cancer (NSCLC),COMPLETED,PHASE2,40.0,,INTERVENTIONAL,Maastricht Radiation Oncology,,59,2011-03,
NCT06036563,Prospective Screening and Differentiating Common Cancers Using Peripheral Blood Cell-Free DNA Sequencing,RECRUITING,,3200.0,,OBSERVATIONAL,"Air Force Military Medical University, China",,192,2023-09-01,
NCT06029998,Bortezomib in Patients With Metastatic Castration-Resistant Prostate Cancer With PTEN Deletion,RECRUITING,PHASE2,22.0,,INTERVENTIONAL,University of Utah,,989,2024-03-11,
NCT05695898,XmAb23104 (PD1 X ICOS) and XmAb22841 (CTLA-4 X LAG3) in Treating Melanoma Prior Immune Checkpoint Inhibitor Therapy,TERMINATED,PHASE1,6.0,,INTERVENTIONAL,"University of California, San Francisco",,2246,2023-02-28,
NCT02735798,64-Cu Labeled Brain PET/MRI for MM-302 in Advanced HER2+ Cancers With Brain Mets,WITHDRAWN,EARLY_PHASE1,0.0,,INTERVENTIONAL,Pamela Munster,,522,2016-04,
NCT00003387,"Carboplatin, Paclitaxel, and Radiation Therapy in Treating Patients With Stage III Non-small Cell Lung Cancer That Cannot Be Removed During Surgery",COMPLETED,PHASE3,366.0,,INTERVENTIONAL,Alliance for Clinical Trials in Oncology,,254,1998-07,
NCT02336087,"Gemcitabine Hydrochloride, Paclitaxel Albumin-Stabilized Nanoparticle Formulation, Metformin Hydrochloride, and a Standardized Dietary Supplement in Treating Patients With Pancreatic Cancer That Cannot be Removed by Surgery",ACTIVE_NOT_RECRUITING,PHASE1,21.0,,INTERVENTIONAL,City of Hope Medical Center,,361,2016-01-14,
NCT00324987,Imatinib Mesylate With or Without Bevacizumab in Treating Patients With Metastatic or Unresectable Gastrointestinal Stromal Tumor,TERMINATED,PHASE3,12.0,,INTERVENTIONAL,National Cancer Institute (NCI),,1091,2008-04,
NCT02228993,Quality of Recovery Awake Versus Asleep Craniotomy,COMPLETED,,84.0,,OBSERVATIONAL,Northwestern University,,39,2014-08,
NCT01477021,Autologous T Cells and Cyclophosphamide in Treating Patients With Soft Tissue Sarcoma That is Metastatic or Cannot Be Removed By Surgery,COMPLETED,PHASE1,6.0,,INTERVENTIONAL,Fred Hutchinson Cancer Center,,1014,2012-01,
NCT05191914,Clinical Study of Fulvestrant Combined With Chidamide in the Treatment of Hormone Receptor-positive Advanced Breast Cancer Resistant to CDK4/6 Inhibitors,UNKNOWN,PHASE4,20.0,,INTERVENTIONAL,Liaoning Cancer Hospital & Institute,,439,2022-02-07,
NCT01290406,BEZ235 Trial in Patients With Advanced Endometrial Carcinoma,WITHDRAWN,PHASE2,0.0,,INTERVENTIONAL,Novartis Pharmaceuticals,,253,2012-03,
NCT02416206,High Dose Chemotherapy Using BeEAM for Autologous Transplant in Multiple Myeloma,COMPLETED,PHASE2,65.0,,INTERVENTIONAL,"Northside Hospital, Inc.",,170,2015-04-27,
NCT00657904,Bicalutamide (Casodex™) Versus Placebo in Patients With Early Prostate Cancer,COMPLETED,PHASE3,3618.0,,INTERVENTIONAL,AstraZeneca,,46,1995-08,
NCT00381004,FCR Plus Sargramostim (GM-CSF) as Frontline Therapy for Symptomatic Chronic Lymphocytic Leukemia,COMPLETED,PHASE2,60.0,,INTERVENTIONAL,M.D. Anderson Cancer Center,,341,2006-09,
NCT07226804,Nanosecond Pulsed Field Ablation in the Management of Benign Thyroid Nodules,NOT_YET_RECRUITING,,30.0,,OBSERVATIONAL,M.D. Anderson Cancer Center,,121,2026-04-26,
NCT00193284,"Chemotherapy Plus Gefitinib Followed by Chemotherapy, Radiation Therapy, and Gefitinib For Head and Neck Cancer",COMPLETED,PHASE2,50.0,,INTERVENTIONAL,"SCRI Development Innovations, LLC",,205,2003-10,
NCT05926284,Prospective Observational Study of a Precision Medicine Approach in Patients With Advanced Cancer,RECRUITING,,2000.0,,OBSERVATIONAL,"Charite University, Berlin, Germany",,42,2016-03-01,
NCT05169684,A Study of BMS-986218 or BMS-986218 Plus Nivolumab in Combination With Docetaxel in Participants With Metastatic Castration-resistant Prostate Cancer,TERMINATED,PHASE2,10.0,,INTERVENTIONAL,Bristol-Myers Squibb,,169,2022-02-14,
NCT05197933,Safety of Laparoscopic Resection for Gastrointestinal Stromal Tumor on Unfavorable Anatomic Site of Stomach,UNKNOWN,NA,182.0,,INTERVENTIONAL,RenJi Hospital,,387,2020-10-01,
NCT02621333,Chemotherapy Combined Autologous Cytokine-induced Killer Cells in Naive Stage IV EGFR-wild Type Lung Adenocarcinoma,TERMINATED,PHASE2,280.0,,INTERVENTIONAL,Henan Cancer Hospital,,396,2015-10,
NCT03010033,Effect of Pulmonary Rehabilitation on Perioperative Outcomes in Smoker Patients With Lung Cancer,UNKNOWN,NA,200.0,,INTERVENTIONAL,Ruijin Hospital,,89,2017-01-20,
NCT07440433,Home-Based Physiotherapy in Oncology,NOT_YET_RECRUITING,NA,21.0,,INTERVENTIONAL,"University Hospital, Geneva",,162,2026-03,
NCT00869752,"MK-0646, Etoposide, and Cisplatin in Treating Patients With Extensive-Stage Small Cell Lung Cancer",COMPLETED,"PHASE1, PHASE2",12.0,,INTERVENTIONAL,NCIC Clinical Trials Group,,328,2009-12-16,
NCT02909452,Continuation Study of Entinostat in Combination With Pembrolizumab in Patients With Advanced Solid Tumors,COMPLETED,PHASE1,30.0,,INTERVENTIONAL,Syndax Pharmaceuticals,,83,2016-09-20,
NCT02977052,Optimal Neo-adjuvant Combination Scheme of Ipilimumab and Nivolumab,UNKNOWN,PHASE2,186.0,,INTERVENTIONAL,The Netherlands Cancer Institute,,540,2016-11-24,
NCT00408252,Efficacy of SU 011248 in Head And Neck Carcinoma,TERMINATED,PHASE2,54.0,,INTERVENTIONAL,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,,364,2007-02,
NCT01675752,Small Hyperplastic and Adenomatous Reliability Protocol,COMPLETED,,300.0,,OBSERVATIONAL,Istituto Clinico Humanitas,,90,2011-05,
NCT02947152,"HKT288 in Solid Tumors, Including Epithelial Ovarian Cancer and Renal Cell Carcinoma",TERMINATED,PHASE1,9.0,,INTERVENTIONAL,Novartis Pharmaceuticals,,256,2016-12-01,
NCT01922752,To Determine the Maximum Tolerated Dose of Oral CEP-37440 in Patients With Advanced or Metastatic Solid Tumors,COMPLETED,PHASE1,32.0,,INTERVENTIONAL,"Teva Branded Pharmaceutical Products R&D, Inc.",,481,2013-07,
NCT04187352,A Study of CS1001 in Subjects With Esophageal Squamous Cell Carcinoma,COMPLETED,PHASE3,540.0,,INTERVENTIONAL,CStone Pharmaceuticals,,663,2019-12-19,
NCT06927349,"A Trial to Evaluate Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of BA1301 in Advanced Solid Tumors.",RECRUITING,PHASE1,70.0,,INTERVENTIONAL,"Shandong Boan Biotechnology Co., Ltd",,303,2023-01-11,
NCT00771147,A Trial to Evaluate the Characteristics of Patients Treated for Advanced Renal Cell Carcinoma With Nexavar ®,COMPLETED,,71.0,,OBSERVATIONAL,Bayer,,51,2008-06,
NCT02282449,"Power Injectable Versus a Non-Power Injectable, Upper Arm, TIVAD for Chemotherapy",COMPLETED,NA,209.0,,INTERVENTIONAL,University of Saskatchewan,,74,2013-09,
NCT00601549,A Randomized Controlled Clinical Trial Comparing Oncological Results and Functional Recovery Between Laparoscopic and Open Method for the Treatment of Advanced Rectal Cancer After Concurrent Chemoradiation Therapy (CCRT),UNKNOWN,PHASE3,600.0,,INTERVENTIONAL,National Taiwan University Hospital,,72,2000-01,
NCT00630149,Study of Alimta in Patients With Recurrent or Metastatic Nasopharyngeal Carcinoma (NPC) Who Have Had Prior Platinum Based Chemotherapy,COMPLETED,PHASE2,35.0,,INTERVENTIONAL,Sun Yat-sen University,,604,2007-11,
NCT06287749,French Assessment of MRD by Liquid Biopsies in PDAC Patients (FRENCH.MRD.PDAC),RECRUITING,,37.0,,OBSERVATIONAL,"University Hospital, Montpellier",,125,2024-03-01,
NCT00214149,Multi-catheter High Dose Rate (HDR) Breast Brachytherapy,TERMINATED,PHASE2,127.0,,INTERVENTIONAL,"University of Wisconsin, Madison",,31,2004-10,
NCT01844557,Testing Accountability in Patient Adherence,UNKNOWN,,225.0,,OBSERVATIONAL,M.D. Anderson Cancer Center,,129,2013-05,
NCT00940875,A Study of Tarceva (Erlotinib) in Sequential Combination With Gemcitabine as First Line Therapy in Patients With Advanced Non-Small Cell Lung Cancer,TERMINATED,PHASE2,54.0,,INTERVENTIONAL,Hoffmann-La Roche,,53,2009-06,
NCT06293612,Constructing a Multimodal Imaging System to Predict the Risk of Heterochronous Metastasis of Rectal Cancer,COMPLETED,,302.0,,OBSERVATIONAL,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",,125,2015-01-01,
NCT01133912,"Preoperative Chemotherapy With Paclitaxel, Gemcitabine, and Lapatinib (Tykerb®) (PGT)",COMPLETED,PHASE1,13.0,,INTERVENTIONAL,Jungsil Ro,,266,2009-03,
NCT01891981,Study of Moxetumomab Pasudotox in Patients With Relapsed and/or Refractory Acute Lymphoblastic Leukemia (ALL),TERMINATED,PHASE1,16.0,,INTERVENTIONAL,M.D. Anderson Cancer Center,,453,2013-12-17,
NCT00502281,Controlled Ovarian Stimulation Followed by Timed Intercourse or Intrauterine Insemination in Infertile PCOS Patients,SUSPENDED,PHASE4,100.0,,INTERVENTIONAL,University Magna Graecia,,103,2007-01,
NCT06084481,Study to Assess Adverse Events and Change in Disease Activity in Adult Participants With Select Advanced Solid Tumor Indications Receiving Intravenous (IV) ABBV-400,ACTIVE_NOT_RECRUITING,PHASE1,302.0,,INTERVENTIONAL,AbbVie,,304,2023-11-09,
NCT00644319,Ibuprofen or Morphine in Treating Pain in Patients Undergoing Pleurodesis for Malignant Pleural Effusion,UNKNOWN,PHASE2,320.0,,INTERVENTIONAL,Oxford University Hospitals NHS Trust,,232,2007-03,
NCT06656728,CancerenD24 Screening as an Aid to the Clinician for the Diagnosis of Cancer,RECRUITING,,2000.0,,OBSERVATIONAL,Tel-Aviv Sourasky Medical Center,,79,2024-09-03,
NCT04005365,Clinical Study of Propranolol Combined With Neoadjuvant Chemotherapy in Gastric Cancer,UNKNOWN,PHASE2,78.0,,INTERVENTIONAL,Yijing He,,610,2019-11-20,
NCT01608165,A Feasibility Study for a Multicentre Randomised Controlled Trial to Compare Surgery With Needle Ablation Techniques in People With Small Renal Masses (4cm),COMPLETED,NA,17.0,,INTERVENTIONAL,Newcastle-upon-Tyne Hospitals NHS Trust,,124,2012-06,
NCT02198365,Comparison of Human Papillomavirus Integrated DNA and Messenger RNA in Cervical Neoplasia,COMPLETED,,250.0,,OBSERVATIONAL,Cathay General Hospital,,20,2007-01,
NCT01804465,Sipuleucel-T With Immediate vs. Delayed Cytotoxic T-Lymphocyte-Associated Protein 4 (CTLA-4) Blockade for Prostate Cancer,COMPLETED,PHASE2,50.0,,INTERVENTIONAL,"University of California, San Francisco",,857,2014-04-22,
NCT01073267,Study of Total Skin Electron Beam Therapy (TSEBT) in Stage IB-IIIA Mycosis Fungoides,COMPLETED,PHASE2,4.0,,INTERVENTIONAL,M.D. Anderson Cancer Center,,292,2010-02,
NCT00003900,Irinotecan With Docetaxel in Treating Patients With Recurrent or Metastatic Non-small Cell Lung Cancer,COMPLETED,PHASE2,48.0,,INTERVENTIONAL,Alliance for Clinical Trials in Oncology,,245,1999-10,
NCT06914700,A Nomogram for Predicting the Diagnosis of Central Malignant Tumors Based on Preoperative Clinical Characteristics and Laboratory Indicators:,COMPLETED,,800.0,,OBSERVATIONAL,Guangdong Provincial People's Hospital,,28,2016-09-01,
NCT02414100,Patient Derived Cancer Cell Lines in Identifying Molecular Changes in Patients With Previously Untreated Pancreatic Cancer Receiving Gemcitabine Hydrochloride-Based Chemotherapy,WITHDRAWN,,0.0,,OBSERVATIONAL,Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University,,86,2013-12-12,
NCT05859100,Can Protein Intake be Increased Using Whole Foods Post-treatment in Cancer Patients?,COMPLETED,NA,2.0,,INTERVENTIONAL,University of Alberta,,163,2023-09-01,
NCT00486707,Ovarian Cancer Patient Questionnaire on Genetic Testing,COMPLETED,,237.0,,OBSERVATIONAL,M.D. Anderson Cancer Center,,86,2007-06,
NCT00515892,Safety Study of CAT-8015 Immunoxin in Patients With NHL With Advance Disease,UNKNOWN,PHASE1,50.0,,INTERVENTIONAL,Cambridge Antibody Technology,,588,2007-08,
NCT01271192,Efficacy and Safety Study of Neoadjuvant in Treating Patients With Resectable Local Recurrent Rectal Cancer,UNKNOWN,NA,360.0,,INTERVENTIONAL,Sun Yat-sen University,,291,2010-12,
NCT05870592,Detection of Abnormal Respiratory Cell Populations in Lung Cancer Screening Patients Using the CyPath Lung Assay,UNKNOWN,,40.0,,OBSERVATIONAL,bioAffinity Technologies Inc.,,78,2023-08,
NCT01809392,Decitabine Augments for Post Allogeneic Stem Cell Transplantation in Patients With Acute Myeloid Leukemia and Myelodysplastic Syndrome,UNKNOWN,"PHASE2, PHASE3",15.0,,INTERVENTIONAL,The First Affiliated Hospital of Soochow University,,258,2013-01,
NCT00414271,Neo-adjuvant Chemotherapy in Locally Advanced Gastric Cancer,COMPLETED,PHASE2,18.0,,INTERVENTIONAL,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,415,2006-01,
NCT06170671,REAl-world Outcomes in CHronic Lymphocytic Leukemia Patients Receiving Acalabrutinib in Romania,ACTIVE_NOT_RECRUITING,,250.0,,OBSERVATIONAL,AstraZeneca,,82,2023-12-13,
NCT03709771,Novel Mechanisms and Predictors of VEGF Receptor Inhibitor- or Immune Checkpoint Inhibitor-Associated Hypertension and Cardiovascular Disease,TERMINATED,,2.0,,OBSERVATIONAL,Vanderbilt University Medical Center,,96,2020-01-09,
NCT05673434,A Clinical Study on the Safety and Efficacy of CAR-T Therapy for the TM4SF1-positive Tumors of Digestive System,UNKNOWN,NA,24.0,,INTERVENTIONAL,Changhai Hospital,,727,2023-01-30,
NCT05626764,"QUALITOP - Monitoring Multidimensional Aspects of QUAlity of Life After Cancer ImmunoTherapy, an Open Smart Digital Platform for Personalized Prevention and Patient Management",UNKNOWN,,3000.0,,OBSERVATIONAL,Hospices Civils de Lyon,,160,2020-01-27,
NCT06355609,Sunvozertinib Plus Anlotinib as 1L Treatment in EGFR Mutant Advanced NSCLC-RW,RECRUITING,PHASE2,100.0,,INTERVENTIONAL,Hunan Province Tumor Hospital,,445,2024-07-01,
NCT04720209,Taking AIM at Breast Cancer,ACTIVE_NOT_RECRUITING,NA,102.0,,INTERVENTIONAL,Dana-Farber Cancer Institute,,518,2021-08-13,
NCT00393809,Safety and Proof of Concept Study of Intravesical DTA-H19 in Patients With Superficial Bladder Cancer,COMPLETED,"PHASE1, PHASE2",18.0,,INTERVENTIONAL,Hebrew University of Jerusalem,,77,2006-01,
NCT06983899,"Exercise Training for the Improvement of Immune Activity and Treatment Outcomes During Immunotherapy for Non-small Cell Lung Cancer, BOOST Trial",RECRUITING,NA,100.0,,INTERVENTIONAL,Fred Hutchinson Cancer Center,,406,2026-01-28,
NCT04837599,Artificial Intelligence Performance in Colonoscopy in Daily Practice,UNKNOWN,NA,1100.0,,INTERVENTIONAL,Gastroenterologie Baden-Wettingen,,16,2021-08-01,
NCT03634332,Second-line Study of PEGPH20 and Pembro for HA High Metastatic PDAC,UNKNOWN,PHASE2,35.0,,INTERVENTIONAL,Pancreatic Cancer Research Team,,1255,2019-05-01,
NCT06344832,SSTR PET/CT for Preoperative N Stage Evaluation in GEP-NETs,NOT_YET_RECRUITING,,40.0,,OBSERVATIONAL,Peking Union Medical College Hospital,,61,2024-04-01,
NCT03370432,"Vitamin D, Genes and Colorectal Cancer",COMPLETED,,2895.0,,OBSERVATIONAL,University of Southern Denmark,,27,1993-12,
NCT06689332,"Improving Quality of Life in Frail, Older Patients with Hematological Cancer Through Geriatric Assessment and Treatment - a Pilot Study",COMPLETED,NA,17.0,,INTERVENTIONAL,Odense University Hospital,,116,2022-09-21,
NCT02586532,Evaluation of the Sensitivity of Endoscopy to Detect Nasopharyngeal Carcinoma (NPC) in an Epstein-Barr Virus (EBV)-Based NPC Screening Project in China,COMPLETED,,828.0,,OBSERVATIONAL,National Cancer Institute (NCI),,46,2015-10-19,
NCT03504163,Pembrolizumab (MK-3475) and Bacillus Calmette-Guérin (BCG) as First-Line Treatment for High-Risk T1 Non-Muscle-Invasive Bladder Cancer (NMIBC) and High-Grade Non-Muscle-Invasive Upper Tract Urothelial Carcinoma (NMI-UTUC)],ACTIVE_NOT_RECRUITING,PHASE2,45.0,,INTERVENTIONAL,Memorial Sloan Kettering Cancer Center,,919,2018-06-27,
NCT05255393,Survey on Lymphedema After Sentinel Lymph Node Biopsy in People With Cervical or Vulvar Cancer,COMPLETED,,111.0,,OBSERVATIONAL,Memorial Sloan Kettering Cancer Center,,75,2022-02-15,
